15021,0.9999,0.0068,-0.0087,0.0004,1.0225,-0.0503,-0.0215,
15089,0.9752,-0.0331,-0.2188,0.0048,0.6597,-0.0488,0.7676,0.9998,0.0059,-0.0204,0.0008,1.0278,-0.0527,-0.0298,
15119,0.9746,-0.0336,-0.2213,0.0047,0.6553,-0.0420,0.7642,0.9995,0.0050,-0.0319,0.0012,1.0210,-0.0503,-0.0078,
15150,0.9740,-0.0341,-0.2238,0.0046,0.6655,-0.0415,0.7715,0.9991,0.0041,-0.0432,0.0016,1.0308,-0.0439,-0.0112,
15178,0.9734,-0.0345,-0.2263,0.0046,0.6582,-0.0469,0.7808,0.9985,0.0032,-0.0542,0.0020,1.0298,-0.0464,-0.0210,
15207,0.9729,-0.0350,-0.2287,0.0045,0.6626,-0.0425,0.7588,0.9979,0.0023,-0.0654,0.0024,1.0352,-0.0479,-0.0107,
15235,0.9723,-0.0355,-0.2310,0.0044,0.6680,-0.0537,0.7710,0.9970,0.0014,-0.0768,0.0028,1.0278,-0.0474,-0.0117,
15263,0.9717,-0.0360,-0.2333,0.0043,0.6548,-0.0435,0.7720,0.9961,0.0005,-0.0883,0.0031,1.0278,-0.0503,-0.0161,
15293,0.9712,-0.0364,-0.2355,0.0042,0.6597,-0.0371,0.7812,0.9950,-0.0004,-0.0997,0.0034,1.0239,-0.0542,-0.0171,
15321,0.9706,-0.0368,-0.2377,0.0041,0.6685,-0.0479,0.7739,0.9939,-0.0014,-0.1107,0.0038,1.0259,-0.0439,-0.0044,
15352,0.9701,-0.0373,-0.2398,0.0040,0.6602,-0.0386,0.7637,0.9926,-0.0022,-0.1214,0.0041,1.0308,-0.0503,-0.0220,
15380,0.9696,-0.0377,-0.2419,0.0039,0.6660,-0.0371,0.7715,0.9912,-0.0031,-0.1322,0.0044,1.0293,-0.0503,-0.0103,
15408,0.9690,-0.0380,-0.2439,0.0038,0.6626,-0.0410,0.7798,0.9897,-0.0040,-0.1432,0.0047,1.0376,-0.0449,0.0044,
15437,0.9685,-0.0384,-0.2459,0.0037,0.6616,-0.0464,0.7744,0.9880,-0.0049,-0.1542,0.0050,1.0239,-0.0459,-0.0088,
15465,0.9862,-0.0057,-0.1651,0.0053,1.0317,-0.0488,-0.0195,
15481,0.9680,-0.0388,-0.2479,0.0036,0.6606,-0.0386,0.7646,0.9844,-0.0066,-0.1758,0.0056,1.0312,-0.0444,-0.0146,
15513,0.9675,-0.0392,-0.2498,0.0035,0.6606,-0.0439,0.7695,0.9825,-0.0075,-0.1861,0.0058,1.0278,-0.0430,-0.0225,
15541,0.9670,-0.0396,-0.2517,0.0034,0.6709,-0.0430,0.7710,0.9805,-0.0083,-0.1962,0.0061,1.0029,-0.0356,0.0190,
15584,0.9665,-0.0400,-0.2536,0.0033,0.6680,-0.0459,0.7676,0.9784,-0.0092,-0.2065,0.0064,1.0322,-0.0503,-0.0288,
15648,0.9660,-0.0404,-0.2552,0.0031,0.6445,-0.0454,0.7612,0.9761,-0.0100,-0.2169,0.0065,1.0142,-0.0332,0.0005,
15727,0.9655,-0.0407,-0.2570,0.0030,0.6743,-0.0522,0.7808,0.9738,-0.0108,-0.2271,0.0068,1.0396,-0.0601,-0.0122,
15755,0.9651,-0.0411,-0.2587,0.0029,0.6597,-0.0449,0.7837,0.9714,-0.0118,-0.2371,0.0070,1.0210,-0.0483,-0.0137,
15793,0.9647,-0.0414,-0.2602,0.0027,0.6611,-0.0317,0.7808,0.9690,-0.0126,-0.2467,0.0072,1.0327,-0.0479,-0.0015,
